ph,Turbidity,Conductivity,Solids,Potability
7.036752103833548,2.9631353806316407,564.3086541722439,20791.318980747023,0
3.889106956840228,4.500656274942408,592.8853591348523,18630.057857970347,0
8.099124189298397,3.0559337496641685,418.6062130644815,19909.541732292397,0
8.316765884214679,4.628770536837084,363.2665161642437,22018.41744077529,0
9.092223456290965,4.075075425430034,398.4108133818447,17978.98633892625,0
5.584086638456089,2.5597082275565217,280.4679159334877,28748.68773904612,0
10.223862164528772,2.672988736934779,283.6516335078445,28749.716543528237,0
8.635848718500734,4.401424715445482,474.6076449424485,13672.091763901635,0
7.036752103833548,3.5950171809576155,389.3755658712614,14285.583854224516,0
10.258615434291345,4.370561936655497,563.8854814810949,25484.50849098786,0
7.360640105838258,3.662291782852457,425.3834194953873,32452.614409143884,0
7.974521648923869,4.011718108339787,364.0982304620487,18767.65668181348,0
7.119824384264552,3.445756223321899,347.71502726194376,18730.813653342717,0
7.036752103833548,4.413974182974902,379.7618348257725,27331.36196192776,0
7.49623220797336,4.777382337225378,444.6453523327066,28388.00488673697,0
6.347271760539316,4.376348290691898,516.743281893657,41065.23476453935,0
7.051785800016845,4.268428857506186,315.1412672443021,30980.600786788866,0
9.181560007151536,4.503660796179122,477.9746418621779,24041.32628006128,0
8.975464347533963,2.4360855903052734,431.44398999034894,19460.398131232112,0
7.371050302429531,2.5602991476149146,469.9145514792359,25630.320036999725,0
7.036752103833548,4.13342264357917,554.8200864605433,22305.56741374141,0
6.660212026118103,3.7497012410996176,523.6712975009444,30944.363591242687,0
7.036752103833548,5.459250956028731,436.2561939726492,17107.224225827616,0
3.902475685915096,4.528522696326911,444.478882506898,21167.50009896877,0
5.400301780729467,4.824786389767524,472.8740732754293,17266.593421923077,0
6.514415093251676,5.200885076539757,413.2904500885347,21218.702871190195,0
3.889106956840228,4.184396969028851,441.7858756739387,33424.7686784948,0
7.036752103833548,4.004871127571583,298.99066649993244,13224.935638976958,0
7.036752103833548,3.9915642477993063,364.48010670373776,26362.965012309312,0
7.036752103833548,6.0381849531835865,563.8047433250861,15193.41347396722,0
7.181448580829175,5.088859989138795,342.1112862851926,15196.229987483845,0
9.82548990813439,2.857472426051184,452.8362348772383,19677.892465552013,0
10.258615434291345,5.057310516515726,412.9868337903324,22326.89204571865,0
7.414148196336244,3.160624468232638,411.983364167012,32555.85253707369,0
7.036752103833548,5.029166724080735,383.9817230247576,14787.206264858174,0
5.115817063771218,3.9020887676437535,441.7483793248687,19620.545328612152,0
3.889106956840228,3.464353035155024,456.8600959410411,24752.072459755404,0
5.618064405909149,2.8965469413044738,399.47156628109417,17281.97516841161,0
7.036752103833548,2.90756391519334,427.1306714819022,19942.27321818484,0
9.267187530763549,4.324004645618281,396.8769490579176,24683.723566029654,0
7.036752103833548,3.510004044590529,349.3996325323045,11703.923907047854,0
5.331940479018537,4.434820257956548,335.1203984374612,16658.876503163574,0
7.145771545218821,5.182590703980226,332.0327063306858,28780.340431632725,0
9.920691058768153,4.69070723013249,333.19246993768064,9973.934059208535,0
4.758439424671477,4.542801461749175,403.9441682092025,21568.428779035887,0
5.702925976824722,4.137739016206605,504.63826042575033,35606.44017680798,0
6.953864225511059,3.195710328196264,391.1843150860056,10575.18628088936,0
10.258615434291345,3.999775381550061,323.8079132465807,15758.740621388915,0
7.036752103833548,4.40558600033858,470.3291685421987,34415.853145873094,0
8.757257397440991,3.6261354416122304,404.7177991564453,21536.22468744541,0
7.036752103833548,3.048057223106976,383.7950199903258,27492.30730658781,0
7.80963189801941,2.447444463910633,605.2201243500056,12013.550628764531,0
6.652488090855707,3.742090426349668,545.974993762403,19871.788448305862,0
9.14719705533692,3.7945315911032105,527.7089100130407,11920.610835646206,0
10.258615434291345,3.964686350022129,456.5564021223438,21783.65103336337,0
7.484254837727466,4.781188176562564,404.6707773281626,30616.615148853696,0
8.520806572970303,3.9406045297946832,481.3188026886131,28779.6500110336,0
4.999413810796919,4.460683931737437,405.3304820275903,24323.865903045946,0
7.036752103833548,4.405385705659032,360.99599448807487,16963.625011737488,0
7.036752103833548,4.089907689677867,290.18098311050545,20557.240431752216,0
3.9060783549561697,3.902879711657464,269.4490512269393,32144.79993361832,0
6.391353623832183,3.92374916929651,369.3381209158568,20965.478308853573,0
7.036752103833548,3.8556022119167,296.3975472430137,35729.692708630326,0
8.692092012708041,4.477960248233931,398.3454180035162,24656.23967944457,0
8.085759800882219,4.068688909481666,416.2396300704016,32653.910360267582,0
6.203977702278348,5.215689206119035,362.10800431396245,21815.07414790552,0
5.058108868565138,5.106655774420084,655.8791400416264,34873.9345228707,0
7.036752103833548,4.620793451653219,485.97450045781375,27420.16742458204,0
7.036752103833548,3.4397400415499195,333.3298479586677,12830.484133775428,0
7.261550522070718,3.636364182680497,501.18278074341,24964.777703096523,0
7.16046723080874,3.8848910441472793,428.0363443504035,6743.346065530401,0
5.704764776213017,4.157533407489738,504.3786809676549,33223.58152874991,0
6.21727313516034,5.325833445695803,556.6537100333977,19460.38281898756,0
8.679934969964185,3.873470298448302,352.94258812349034,22984.05095148243,0
7.036752103833548,4.655916598688822,425.2135748076129,14859.46642428366,0
6.897322141100197,5.022783630004574,383.0143101678532,25650.777643120266,0
3.889106956840228,3.762615331099367,307.3791420351913,23029.663613563636,0
3.889106956840228,3.662837731991359,467.5629728711818,37962.16799126102,0
6.455004797496717,2.2934314064128625,477.5813461557029,24468.048390354597,0
7.316804753880919,3.508372649783596,425.9134001802693,31903.399811532247,0
3.889106956840228,5.013463351103733,410.3872638377081,28689.59577768293,0
5.519125656437607,3.758995860323916,443.5703720974922,12531.60192106475,0
7.408985466924612,3.772420927989514,504.14599408386647,9566.1222701692,0
5.976769618087598,2.9946710955082176,514.118920118766,27267.981860954154,0
6.395359131671062,4.191217514711704,573.4002951499592,23827.275015402887,0
6.209642259708484,3.6125196149467143,417.2416560263488,13116.707711787025,0
6.762832521891738,4.916579160751283,465.4137746213498,27159.38434523353,0
9.91871706385417,3.385508443856719,430.5077068652869,21470.27830541328,0
10.15544017022192,5.002467259922081,487.45913103075526,12652.362978658088,0
8.721726710620581,2.5550269039968736,506.9383527298253,28608.052076372544,0
7.036752103833548,4.383921813522324,575.1146944234249,17153.306163452093,0
7.036752103833548,3.355164642176155,420.70959122207296,29721.91163035013,0
6.099646705468387,3.172789769152877,291.1048365690676,20416.84099619073,0
9.026787719511631,2.0190420182011657,588.3196505363993,27965.07214592841,0
6.953371603389549,3.651865808422898,551.1433371665813,11609.109054527797,0
6.140877556947864,5.359460295012964,548.0727613161172,26687.87448333394,0
7.077874006530455,4.764508264921448,333.0507859433459,23873.378210133666,0
5.488314309012512,5.066786271784542,441.3311374586935,21485.153195191077,0
7.205559174588729,3.710053125679874,418.4332899200773,24627.867560468934,0
9.177869865892433,3.1087699879134547,426.9943931689402,20868.331218998803,0
4.270716194733736,3.763905902952325,349.5189103676489,24405.25053495276,0
7.348844511550613,4.880875156180851,494.1584340869637,11519.046527356591,0
8.526169869777789,5.083014141516923,474.240482290634,11837.12335960845,0
7.036752103833548,3.995973787492761,590.7487871802913,36152.8208993245,0
3.889106956840228,4.765205370159007,468.0802666084355,34798.25258680311,0
8.490571562027739,3.875556805136775,435.0008983082295,22989.79638994664,0
7.036752103833548,3.3985925873166565,463.39884709083714,22539.71161451215,0
8.858401531200467,5.525726338121716,344.30336252225874,9624.300462110114,0
6.09815652147278,3.9773623643299727,245.85963197125264,27776.901051693392,0
8.41997068212899,3.962478314282775,463.64727737284176,13237.989604570806,0
9.286155021432371,5.239981870081682,353.74009999706425,12311.268365978076,0
7.875895135481787,4.238589203481521,445.3741474328599,12710.249451611751,0
7.725332908074757,3.7248367036447,339.41132665631415,36477.73811241909,0
3.889106956840228,2.798600948267049,353.9129274416658,20230.125576951767,0
6.745306715080959,3.9023525898765015,373.05010163921327,21871.838700042492,0
7.036752103833548,5.6290156360573285,263.7719135045372,28062.64189204036,0
7.183825723393187,4.597165511526862,290.4238383652442,14100.968986979937,0
10.111976704648654,3.425763242173682,403.0418101498447,15331.302691753155,0
7.397413298543417,3.149157510432673,489.8516004048256,8855.114121331366,0
7.812804388310308,6.091233163793407,442.5457745482448,42550.841815771775,0
6.877456932576713,3.827650071735445,342.1963466344736,27433.587294151766,0
7.036752103833548,4.664350321001553,468.9450147502269,16367.45837197548,0
7.036752103833548,4.197595209206819,274.66059655361465,27418.781044480063,0
7.521051678672175,2.8807853472938367,505.70937170147926,26865.37374090525,0
8.550875469289338,3.772886607458768,432.2852700271936,28918.419953077177,0
10.258615434291345,3.285077052469842,382.9515048389693,27653.235184410696,0
7.036752103833548,5.052736766116998,465.2166206201478,29368.67418405221,0
7.371085073209565,4.4125895367028125,363.16853841901815,24913.83716589005,0
10.258615434291345,3.8098416540991424,504.0505391333054,16600.392746647067,0
6.506487766502467,3.5487755887477364,481.77193425228,17087.076901837234,0
6.643935774662305,3.8129529259917896,437.9090051656054,10909.194592323076,0
5.033773989751668,3.2449484773190638,500.6373261700039,34971.80748262682,0
6.91260756198984,2.6122489531921698,439.6480512193927,17973.178859011827,0
7.977635990880497,3.552129499701653,473.6624527645498,32170.06916009624,0
6.078335836509272,4.20158090550856,360.06047735582746,35957.79218259479,0
6.242414484103846,4.5087050978944845,448.2425267423017,28149.41179162288,0
6.063354789891076,3.4673369148168574,327.27023868075764,14775.14559575291,0
8.129585513966727,3.3625371351987914,397.0214275538664,27834.21769634046,0
9.56240594378952,3.7627198370300334,433.38166673218615,13041.829140394102,0
8.167792632308252,4.289395484098247,525.5987875011582,27141.36290294348,0
8.594416135206476,3.568991707976406,655.8791400416264,15791.675351127244,0
7.036752103833548,3.679795034755029,566.3392939723461,20944.620814413163,0
6.825467900630395,3.027449578045163,373.4272354878943,44831.86987314956,0
7.861177700998561,4.157656628375073,469.48696124616185,25145.02412478556,0
4.965773559644967,3.4217668494012576,386.4133315184274,21802.74489792894,0
6.207432967614718,3.549298841293145,533.7958508176808,13442.603471136694,0
7.036752103833548,4.417559791016322,490.9097122372677,20067.105328107053,0
9.76925100608684,4.636556195256859,353.196475487524,8471.67738143048,0
9.630665479903348,4.920091157959163,417.167072927369,23641.70256530387,0
5.187471605436375,3.2032578962619933,368.815428587841,20060.07872720117,0
7.633570087677555,2.927066766886376,420.5341718279189,16312.154973975048,0
5.771199049813688,4.688959065495114,313.7019343334326,24909.44400956197,0
6.579969329401555,4.575931871590866,254.39327560480757,17657.08417649328,0
4.80115436807586,4.418638131667752,587.3950117046609,13556.734397114704,0
7.948815718151566,3.692250861269816,434.655458610077,19129.45836544024,0
6.906992171811655,2.124759352216301,356.4591368515823,19991.23914904896,0
7.036752103833548,4.444350199227698,395.3417752928905,22452.090807860677,0
7.036752103833548,3.4631725477162503,399.2713589317788,12224.310506438514,0
8.46133087400179,3.771944146409479,477.343368601036,34406.77644574729,0
7.726134807902507,3.72063690445242,472.25899373256834,21667.86874132637,0
7.036752103833548,3.777737413505429,438.8657751120628,19549.499341288283,0
8.927078148301744,4.60186095914794,380.1972000224397,22821.254376566587,0
6.208015539719022,4.334615732320451,481.19567347842127,17358.796365042126,0
6.128425635295917,4.633823861920798,415.0087368963965,9615.832709692548,0
7.036752103833548,2.6789107131905774,416.5889057529136,11981.740191012996,0
7.308048848275572,3.696119711501417,415.6072777934955,14600.539521891906,0
7.036752103833548,4.35323858897122,515.3867420113489,39906.19027101487,0
8.640886408909486,5.2631015720413785,309.9832868165358,26473.71323896156,0
7.036752103833548,4.1025294815021445,482.3300548094984,20406.92767150048,0
8.153210075272153,2.905788134056523,487.9083271902029,10280.92949674048,0
8.293720110388866,3.954715282670768,399.4836212000171,35216.385970173644,0
7.036752103833548,3.310858508001268,332.73758653626567,21136.286764159297,0
7.036752103833548,3.7066017915406855,344.76792440431177,26009.07525933065,0
9.489972878325856,4.219967522355668,277.97006973151883,15513.740377963157,0
